0.0376329	-0.0960044	-0.045578	0.253651	-0.0563937	-0.0300992	0.0707772	0.106007	-0.249704	-0.301076	0.0843113	-0.206221	-0.0300277	-0.41477	-0.259635	-0.167599	-0.187151	-0.133125	-0.12735	0.218433	0.304684	-0.21583	0.0706947	0.566618	-0.631016	0.0609329	0.517533	0.00523286	0.205122	0.335203	0.0830983	-0.151156	0.571181	0.0224681	-0.244635	-0.0781787	0.0538609	-0.0634352	-0.273463	0.0618178	-0.184564	0.0947357	0.0633027	-0.168375	-0.247179	0.0131356	-0.0536916	0.178552	0.0662798	0.255972
0.0206014	-0.231927	0.205374	0.0969443	-0.157848	-0.0687302	0.0436074	0.225895	-0.197074	-0.103584	0.176508	-0.117301	0.114311	-0.504826	0.0552802	0.107018	0.217519	-0.135418	-0.229546	-0.00145412	0.199821	-0.0531932	0.202546	0.308516	-0.53749	0.0788008	0.439426	0.0463305	0.302925	0.534441	0.100879	-0.170649	0.544741	0.113371	-0.196466	0.0771127	-0.0304035	-0.16452	-0.271351	0.0307438	-0.238077	0.300554	0.0546803	-0.266011	-0.257665	-0.0527589	-0.0642556	0.0513838	-0.133352	0.0543005
-0.0394524	-0.124493	-0.178093	0.129917	-0.167964	0.0515926	0.277577	0.0656234	-0.09075	-0.164573	0.233743	-0.270496	-0.07557	-0.600109	-0.162139	-0.119134	-0.162311	-0.134339	-0.184592	0.164414	0.1608	-0.340787	0.0627842	0.477662	-0.450871	-0.013806	0.375494	-0.028271	0.178525	0.296964	0.173876	-0.269833	0.432039	-0.0285782	-0.195863	-0.18459	0.202392	-0.271162	-0.218966	0.114573	0.0362777	0.0493401	0.228175	0.0157286	-0.0999544	-0.203387	-0.140474	0.3548	0.0644914	0.0209416
-0.00743603	-0.218134	0.0681375	0.0449921	-0.159718	0.0138061	0.104241	0.1744	-0.121981	-0.0794834	0.277725	-0.147549	0.00840716	-0.552984	-0.18236	-0.0238736	0.0659106	-0.199743	-0.226084	0.0783713	0.178666	-0.173483	0.0808196	0.345111	-0.490081	-0.00679939	0.355408	0.0852629	0.290255	0.333995	0.155217	-0.250963	0.458075	0.0148584	-0.220257	-0.0761217	0.0556639	-0.22583	-0.295004	0.100887	-0.142584	0.226086	0.170256	-0.120552	-0.199534	-0.0805298	-0.14722	0.211385	-0.075554	-0.0256392
-0.0959025	-0.180386	-0.171425	-0.183583	-0.458788	0.292068	0.225578	0.0261547	-0.0875196	-0.242118	0.523051	-0.166421	-0.133488	-0.779603	-0.110632	-0.0296167	-0.159491	-0.465155	-0.355294	0.0928555	0.184232	-0.378786	-0.0297831	0.262308	-0.239509	-0.0662499	0.274922	0.185104	0.411985	0.0538633	0.127234	-0.594928	0.460483	0.023982	-0.0712341	-0.446238	0.195568	-0.230204	-0.248368	0.0906808	-0.0459334	0.237216	0.361723	0.172022	0.057968	-0.518342	-0.194521	0.392409	-0.05531	-0.155447
-0.0411078	-0.257309	-0.0545117	-0.0197087	-0.184072	0.0545144	0.117803	0.231453	-0.113151	0.0358398	0.429264	-0.0817365	-0.00627165	-0.591729	-0.246284	0.0221448	0.120002	-0.307826	-0.337676	0.0414558	0.134731	-0.233225	0.00829966	0.222807	-0.377275	-0.0655398	0.346158	0.0732171	0.360433	0.289024	0.254307	-0.27825	0.439843	0.0125583	-0.139194	-0.171434	0.101546	-0.376428	-0.325387	0.122834	-0.0403447	0.221994	0.214467	-0.002343	-0.135406	-0.229842	-0.10561	0.267305	-0.137931	-0.198401
0.224457	-0.0405469	0.321242	0.0234113	-0.204284	-0.0226811	0.347586	0.237988	0.138321	-0.061612	0.36474	-0.20803	-0.0507268	-0.493803	0.367405	0.0745284	0.307689	0.0731889	-0.221306	-0.0828426	0.207868	-0.0101247	0.317197	0.31751	-0.571105	0.0269621	0.200487	0.0290376	0.189625	0.588856	0.0566018	-0.372378	0.387451	0.106555	-0.474526	0.23386	-0.096289	-0.094608	-0.311441	0.0333528	-0.112118	0.35061	0.0878592	-0.319863	-0.295035	-0.0556793	0.0521165	0.259149	-0.0506893	-0.136886
-0.18021	-0.386418	-0.172693	-0.155745	-0.24696	0.114179	0.0947464	0.123234	-0.112439	-0.0252516	0.443008	-0.155254	0.00861277	-0.694367	-0.226219	-0.049261	-0.0928379	-0.346825	-0.248143	0.097184	0.134846	-0.292597	-0.0312004	0.287799	-0.374407	-0.13633	0.312837	0.0580061	0.268198	0.232962	0.32444	-0.314832	0.445438	-0.0379764	-0.186012	-0.326049	0.210902	-0.423838	-0.261802	0.217126	-0.0429609	0.0958285	0.188016	0.160271	-0.0437995	-0.168408	-0.188568	0.349615	-0.108033	-0.262567
-0.0246568	-0.157229	0.0218074	0.0612064	-0.212661	0.044101	0.172758	0.230185	-0.108138	-0.0112003	0.333848	-0.180887	-0.00566006	-0.524746	-0.0386851	0.0368345	0.068978	-0.150547	-0.177716	0.0472825	0.0689907	-0.129705	0.1009	0.335054	-0.497146	0.0744387	0.353753	0.0458156	0.251959	0.406447	0.137855	-0.259736	0.45381	0.0508176	-0.293577	-0.0390079	0.0483696	-0.150066	-0.264952	0.0945472	-0.124857	0.226773	0.202435	-0.163966	-0.319154	-0.14081	-0.0969958	0.177276	-0.109126	-0.0426996
0.0923313	0.0669199	0.318557	0.0568164	-0.240057	-0.0235463	0.17674	0.224399	0.23905	0.221884	0.493731	-0.28173	0.0519318	-0.573487	-0.0280078	0.0542639	0.44878	0.124713	-0.181741	-0.0599725	0.00676303	-0.109551	0.494815	0.223587	-0.529567	0.0764653	0.230836	0.0810693	0.0899076	0.516081	0.0113902	-0.470628	0.212487	0.135899	-0.432523	0.0148155	-0.0746266	-0.146925	-0.481222	0.220689	-0.119035	0.330474	0.323153	-0.287799	-0.498822	-0.189194	-0.213961	0.132399	-0.107047	-0.189617
