0.349936	0.0517041	-0.116678	0.447406	-0.255214	-0.108244	0.219371	-0.012229	0.112363	-0.00123761	-0.410219	0.244433	0.158969	-0.0728655	0.0753864	-0.349999	-0.138494	-0.241095	-0.0808214	-0.211022	-0.434515	0.306331	-0.160512	0.0822603	0.233987	-0.125553	-0.105839	0.302863	-0.412668	0.182807	0.177514	-0.32907	0.189078	0.392289	-0.197046	0.0578887	0.0760546	-0.624375	-0.103829	-0.3024	0.0993237	-0.0847823	-0.144658	0.184837	0.099019	-0.0288686	0.329277	0.0615462	-0.140147	-0.16663	0.107291	0.140855	-0.294434	-0.106901	0.145111	0.43919	-0.122551	0.219895	-0.369923	0.167	0.00948364	-0.0525009	-0.549402	-0.0696805	-0.370534	0.0421716	-0.132499	-0.0740191	0.134164	-0.0172176	-0.434919	0.123868	-0.313957	0.242847	0.277238	0.19588	-0.395431	0.105723	0.0514817	-0.288217	0.0322729	0.563517	-0.0937581	-0.5245	-0.218836	-0.137313	-0.11789	-0.288479	-0.0211678	-0.0646307	0.243081	0.104997	0.205185	0.0152859	-0.210134	0.223515	0.0943037	-0.349446	0.299513	-0.833087
0.0302855	-0.167936	0.332972	0.281793	-0.222669	0.246779	-0.285282	0.180205	0.388795	-0.207871	-0.298464	0.769548	-0.0696186	0.046194	0.368092	0.265494	-0.165058	-0.125109	0.12081	-0.036397	-0.0306555	-0.0877269	-0.157228	-0.0927454	0.159643	-0.256717	-0.212846	-0.16227	-0.343865	-0.0898169	-0.049024	-0.252457	0.275673	0.366393	-0.143378	0.2216	0.0742213	-0.1306	0.0918273	-0.121326	-0.115907	0.0310555	-0.244591	0.224289	-0.13233	0.193278	0.0953081	0.121467	-0.158848	0.0312815	0.174557	-0.00422165	0.0785933	-0.31371	-0.0246238	0.225158	0.0960373	0.470335	-0.326272	0.241944	0.00214121	0.0136708	0.117506	0.402201	-0.0786735	0.373601	0.0304161	0.178361	0.187628	-0.0108601	0.403555	0.272481	-0.12494	0.24432	0.125559	-0.498294	-0.362436	-0.228358	0.599873	-0.351294	-0.156682	0.0323748	-0.380747	0.000832544	-0.098287	0.0190706	-0.346614	-0.0600255	0.0506786	0.179777	0.0499179	-0.0689237	0.444012	0.118738	-0.0987256	0.110178	0.16223	0.207375	0.237347	-0.27881
-0.0892339	0.026863	0.292343	-0.0714421	-0.241335	0.259752	-0.034137	-0.0068807	0.217727	0.0165115	0.037863	0.42317	-0.25126	-0.0778558	0.236208	-0.229403	-0.0402685	0.222526	-0.28725	0.190859	-0.155227	-0.235127	0.224574	0.0723933	-0.0188601	0.13679	-0.0876587	0.0615687	-0.372848	0.367041	-0.0967542	-0.498319	0.0212633	0.444668	0.0344675	0.0816882	0.115314	0.107797	-0.119212	-0.150444	-0.0789255	-0.0185615	-0.316455	-0.272246	-0.341597	0.098239	0.402882	0.0402699	-0.068215	0.0119683	0.253426	0.307552	-0.128694	-0.0411322	0.0615213	0.0378942	0.349341	0.00621278	-0.44502	-0.0796322	0.0603331	-0.0894419	-0.310942	0.256616	0.0241917	0.426942	0.0871599	0.10921	0.662936	0.135642	0.413005	0.0865903	-0.134333	0.599878	0.214664	-0.271423	-0.0676027	0.191161	0.546177	-0.0962306	0.113678	0.484283	-0.38941	-0.177392	-0.15995	0.0408792	-0.437156	0.224876	0.036936	-0.0664521	-0.51515	0.0507902	0.748404	0.187784	-0.568353	0.022923	-0.019422	0.255333	0.130855	-0.346562
-0.168087	0.216771	0.265585	0.219303	-0.377505	0.265171	0.190873	-0.0919355	0.215496	0.280638	0.060309	0.432292	0.0821006	0.176658	0.338036	0.114131	-0.167114	0.0589338	-0.308169	-0.0345569	-0.407087	0.120046	0.172157	-0.14864	0.260945	0.136144	-0.293076	-0.240698	-0.151187	-0.419718	0.0952693	-0.573425	0.618399	0.595552	0.250813	0.343585	-0.352314	-7.60557e-05	0.270926	-0.372698	0.228725	0.110609	-0.429284	0.46205	-0.274928	-0.0720818	0.362955	-0.109977	0.00158055	-0.508134	-0.343738	0.214091	-0.28967	-0.216789	-0.165279	0.180557	-0.154476	0.138912	0.112696	-0.0149552	-0.189388	-0.165976	0.290326	0.159613	-0.0978132	0.402334	-0.59517	-0.0960151	0.0706522	0.0050715	0.245558	0.41806	-0.234351	0.618341	-0.315217	-0.241217	-0.110271	0.543088	0.486103	-0.285055	0.133742	0.351914	-0.310423	0.124056	-0.267634	-0.348277	-0.153803	0.155194	0.179826	0.534874	0.0555916	-0.320161	0.381045	-0.36055	0.0642912	0.1799	0.22235	-0.256557	0.42673	-0.242014
0.170154	-0.0239068	0.208313	0.145037	-0.132478	0.138231	0.163416	-0.372553	0.183546	0.491248	-0.464658	0.203159	-0.0597859	0.228355	0.404292	-0.0453335	-0.223266	-0.101593	-0.44707	-0.0882644	-0.459903	0.188893	-0.106001	0.0703646	-0.138058	-0.275272	-0.315045	0.294551	-0.190877	-0.173983	0.123932	0.147283	-0.138242	0.0700819	-0.174227	0.0575097	-0.167009	-0.0891337	-0.000980022	-0.0195393	0.380555	0.00810109	-0.231453	0.0210754	-0.228409	-0.319113	0.353467	0.0910597	-0.0816699	-0.151892	-0.164425	0.148118	-0.109105	-0.310543	-0.355817	0.351807	0.256184	0.0488479	-0.522846	0.224762	-0.248332	-0.159779	0.237635	0.175217	0.137064	0.29964	-0.552653	0.301736	-0.0253974	0.175172	-0.250591	0.796964	-0.235258	0.489267	-0.115979	-0.0444807	0.636668	0.221733	0.612289	0.040493	0.218025	0.312646	-0.569358	-0.00856031	-0.340004	0.0428647	-0.555043	0.260563	-0.0112505	0.280266	-0.13408	0.222933	0.253405	0.0675583	-0.0468547	0.225863	-0.181271	-0.0455927	0.347277	-0.13265
0.038375	0.360463	0.381912	0.253567	-0.108022	0.127879	-0.222368	0.133997	-0.0540341	-0.0266961	-0.090216	0.689198	0.112681	-0.144542	0.0721995	-0.12	0.0396408	0.0365876	-0.0870536	0.147135	-0.106928	-0.0892626	0.507263	0.0200266	0.200469	0.161823	0.0515452	0.141816	-0.266046	0.376225	0.119312	-0.130584	0.16057	0.539282	-0.157851	0.470206	-0.0831117	-0.135711	-0.112062	-0.176428	0.00907749	-0.0326361	-0.388075	-0.111494	-0.169743	0.0524786	0.223416	0.141381	-0.209902	-0.0178917	0.146732	0.154448	-0.26653	-0.019181	0.052808	-0.179686	0.0698314	0.148669	-0.566757	-0.117386	0.0569795	-0.0818295	-0.0995423	0.57186	-0.0874468	0.225504	0.00314782	-0.0506402	0.466632	-0.0610421	0.472081	0.387641	-0.0907435	0.490441	0.176146	-0.201936	0.123861	0.406309	0.282846	-0.194935	0.287087	0.137292	-0.46865	0.367297	-0.181734	-0.176009	0.0951047	0.0508594	-0.030089	-0.13702	-0.134186	0.177133	0.569289	-0.0157958	-0.401741	0.185846	0.0200762	0.336065	0.183699	-0.199413
-0.208151	0.314319	0.17272	0.143275	-0.191376	0.415956	-0.125328	0.414831	0.345334	-0.292077	-0.0700868	-0.00862688	0.00448897	0.368946	0.0650566	-0.125999	0.0472023	-0.400208	-0.299888	-0.320034	-0.132023	-0.0723422	-0.0943476	0.476182	0.239276	-0.0896337	-0.117427	-0.336593	-0.148637	0.308539	-0.175285	-0.698038	0.19965	0.560675	-0.160078	0.0663208	-0.20597	-0.352466	0.188734	-0.377699	0.0356508	-0.135301	-0.66751	-0.148165	0.298869	-0.116506	-0.203964	-0.12466	-0.426905	0.261945	0.282901	0.256441	0.191434	-0.46415	-0.023139	0.0299012	-0.0163437	0.473518	0.0850541	-0.15206	0.0170337	0.0609461	-0.0416195	0.461831	0.0654689	0.221656	-0.0611351	-0.230064	-0.148525	0.13594	0.22419	0.238207	-0.2072	0.210334	-0.127965	-0.422068	-0.256006	0.248972	0.493555	-0.296224	0.2404	0.084732	-0.314165	-0.175983	-0.305931	-0.000764561	-0.0277246	0.0239753	-0.22908	0.339692	-0.0588881	-0.0584192	0.584957	-0.0921453	-0.212951	-0.053347	0.562514	0.0729045	0.42973	0.345314
0.329367	0.0143093	0.290552	0.498306	-0.0120329	0.487809	0.152467	0.191341	0.25949	-0.279898	-0.45396	0.529296	-0.287913	-0.3588	0.0501738	0.0298432	0.000890345	0.103477	-0.00016939	-0.3032	-0.25234	0.200236	0.0270016	0.333787	0.0732898	-0.0506894	0.1151	0.56536	-0.602829	0.125146	0.0328225	-0.307664	0.155221	0.283902	-0.123736	0.405587	-0.221473	-0.00102515	-0.0388374	-0.481208	0.285611	-0.101675	-0.398413	0.232281	-0.0973781	-0.156914	0.189207	-0.110714	0.015454	-0.0238439	0.0980069	0.144882	-0.480278	-0.154019	0.111577	0.156596	0.480796	-0.0512261	-0.399629	0.0342868	0.318375	-0.183931	-0.0280065	-0.0985288	-0.0799657	0.305827	0.308513	-0.0499898	0.184247	-0.106836	-0.0411334	-0.0489864	-0.174962	0.632269	0.077003	-0.201552	-0.181792	0.279185	0.182561	-0.0691469	0.294749	0.0345004	-0.290571	-0.242562	-0.724875	-0.0344291	0.0211417	-0.066443	-0.304801	-0.143634	-0.0303646	-0.053693	-0.0533156	0.162631	-0.0254687	-0.00573914	0.0486802	0.188642	0.372025	-0.32006
0.116919	0.137127	0.292429	0.112761	-0.241173	0.00728869	0.124362	-0.0131551	0.320019	0.126553	-0.318538	0.378258	-0.0264756	0.0525178	0.16068	0.0202347	-0.324633	-0.354112	-0.173184	-0.130616	-0.299715	0.244062	0.180782	-0.217199	0.165628	0.150858	-0.0808219	-0.0186845	-0.270335	0.108417	-0.0329856	-0.16958	0.0108359	0.36403	-0.249153	0.194094	-0.0315621	-0.1359	0.00216377	-0.102997	0.0902367	0.072008	-0.288496	0.07738	-0.064236	-0.306088	0.144949	-0.0244589	-0.429123	-0.187576	-0.300574	0.142103	-0.0740277	-0.0572591	-0.0795984	0.230086	0.130359	0.342369	-0.378584	-0.0823694	-0.0291626	-0.204713	0.104927	-0.00465278	0.0453271	0.448007	-0.297609	0.067589	0.0744759	0.236444	0.424083	0.35307	-0.139815	0.610174	0.0642101	0.0270477	0.114307	0.0872953	0.421612	-0.162083	0.260872	0.324313	-0.464501	-0.196142	-0.594391	0.00189903	-0.126705	0.178991	-0.331576	0.281079	0.0244704	0.0613055	0.440389	-0.0251297	-0.0616716	0.0304908	0.0384236	-0.179328	0.134834	-0.265863
-0.0385564	0.0668176	-0.171439	-0.133186	-0.333125	-0.0845237	0.0033158	0.00973218	-0.00918969	0.335819	-0.1337	0.41059	0.26306	-0.272617	0.465398	-0.260603	-0.176974	-0.355697	-0.382323	-0.163168	-0.00110555	-0.117691	0.00244585	0.164873	0.401875	0.132576	0.0418452	0.272942	0.324944	0.235567	-0.329669	-0.204425	0.0845091	-0.150009	-0.0914029	-0.524972	0.0562738	0.0350024	0.033078	-0.00874902	0.027994	-0.0620057	0.139996	-0.234275	-0.0396195	-0.0715562	0.458593	-0.573608	-0.219568	0.321298	0.323392	-0.0875867	0.0423454	-0.0415718	-0.687212	0.277188	0.321279	0.0328505	-0.305561	0.270489	-0.496046	0.14276	0.22883	-0.0210217	-0.171445	0.246754	-0.434566	0.0618152	0.444103	-0.362545	0.0495485	0.380244	-0.527863	0.257766	0.108646	-0.402972	-0.109279	0.261645	-0.00303394	-0.0642772	-0.128627	0.315376	-0.384138	-0.098253	-0.327021	0.133994	-0.288583	-0.246868	-0.0363431	0.0343026	0.408188	0.370953	0.508203	0.0229305	-0.174227	0.089574	0.111356	0.1283	0.381499	-0.612991
